UNIQUE	ID	Name	Description	HEK293-RIC	HuH7-IC	HeLa-RNPxl	HeLa-IC	HeLa-RBDmap	K562-serIC-chr	K562-serIC	Enzyme	Metabolism	"""Metabolic.Enzyme"""
TBL2	ENSG00000106638	TBL2	transducin beta like 2	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
TBL3	ENSG00000183751	TBL3	transducin beta like 3	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
TBRG4	ENSG00000136270	TBRG4	transforming growth factor beta regulator 4	YES	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
TCEA1	ENSG00000187735	TCEA1	transcription elongation factor A1	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
TCEB3	ENSG00000011007	TCEB3	transcription elongation factor B subunit 3	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
TCERG1	ENSG00000113649	TCERG1	transcription elongation regulator 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
TCF20	ENSG00000100207	TCF20	transcription factor 20	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
TCOF1	ENSG00000070814	TCOF1	treacle ribosome biogenesis factor 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
TCP1	ENSG00000120438	TCP1	t-complex 1	YES	no	no	no	YES	no	no	FALSE	FALSE	FALSE
TDRD3	ENSG00000083544	TDRD3	tudor domain containing 3	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
TECR	ENSG00000099797	TECR	trans-2,3-enoyl-CoA reductase	no	YES	no	no	no	no	no	TRUE	TRUE	TRUE
TEFM	ENSG00000172171	TEFM	transcription elongation factor, mitochondrial	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
TES	ENSG00000135269	TES	testin LIM domain protein	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
TFAM	ENSG00000108064	TFAM	transcription factor A, mitochondrial	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
TFB1M	ENSG00000029639	TFB1M	transcription factor B1, mitochondrial	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
TFB2M	ENSG00000162851	TFB2M	transcription factor B2, mitochondrial	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
TFRC	ENSG00000072274	TFRC	transferrin receptor	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
THRAP3	ENSG00000054118	THRAP3	thyroid hormone receptor associated protein 3	YES	YES	no	YES	no	YES	YES	FALSE	TRUE	FALSE
THUMPD1	ENSG00000066654	THUMPD1	THUMP domain containing 1	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
TIA1	ENSG00000116001	TIA1	TIA1 cytotoxic granule associated RNA binding protein	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
TIAL1	ENSG00000151923	TIAL1	TIA1 cytotoxic granule associated RNA binding protein like 1	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
TKT	ENSG00000163931	TKT	transketolase	no	no	no	no	YES	no	no	TRUE	TRUE	TRUE
TLN1	ENSG00000137076	TLN1	talin 1	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
TMA16	ENSG00000198498	TMA16	translation machinery associated 16 homolog	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
TMA7	ENSG00000232112	TMA7	translation machinery associated 7 homolog	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
TMED10	ENSG00000170348	TMED10	transmembrane p24 trafficking protein 10	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
TMEM214	ENSG00000119777	TMEM214	transmembrane protein 214	no	YES	no	no	YES	no	no	FALSE	FALSE	FALSE
TMEM263	ENSG00000151135	TMEM263	transmembrane protein 263	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
TMPO	ENSG00000120802	TMPO	thymopoietin	no	YES	no	no	YES	no	no	FALSE	FALSE	FALSE
TMSB4X	ENSG00000205542	TMSB4X	thymosin beta 4, X-linked	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
TNKS1BP1	ENSG00000149115	TNKS1BP1	tankyrase 1 binding protein 1	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
TNPO1	ENSG00000083312	TNPO1	transportin 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
TNRC6A	ENSG00000090905	TNRC6A	trinucleotide repeat containing 6A	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
TNRC6B	ENSG00000100354	TNRC6B	trinucleotide repeat containing 6B	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
TNS1	ENSG00000079308	TNS1	tensin 1	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
TOP1	ENSG00000198900	TOP1	topoisomerase (DNA) I	YES	no	no	YES	no	no	no	TRUE	FALSE	FALSE
TOP2A	ENSG00000131747	TOP2A	topoisomerase (DNA) II alpha	YES	no	no	no	no	no	no	TRUE	FALSE	FALSE
TOP3B	ENSG00000100038	TOP3B	topoisomerase (DNA) III beta	YES	YES	no	YES	YES	no	no	TRUE	FALSE	FALSE
TPD52L2	ENSG00000101150	TPD52L2	tumor protein D52 like 2	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
TPR	ENSG00000047410	TPR	translocated promoter region, nuclear basket protein	no	no	no	YES	no	no	no	FALSE	TRUE	FALSE
TPT1	ENSG00000133112	TPT1	tumor protein, translationally-controlled 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
TPX2	ENSG00000088325	TPX2	TPX2, microtubule nucleation factor	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
TRA2A	ENSG00000164548	TRA2A	transformer 2 alpha homolog	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
TRA2B	ENSG00000136527	TRA2B	transformer 2 beta homolog (Drosophila)	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
TRAP1	ENSG00000126602	TRAP1	TNF receptor associated protein 1	no	no	no	YES	no	no	no	FALSE	TRUE	FALSE
TRIM25	ENSG00000121060	TRIM25	tripartite motif containing 25	no	no	no	YES	YES	no	no	TRUE	FALSE	FALSE
TRIM28	ENSG00000130726	TRIM28	tripartite motif containing 28	YES	no	no	no	no	no	no	TRUE	FALSE	FALSE
TRIM56	ENSG00000169871	TRIM56	tripartite motif containing 56	YES	YES	no	YES	no	no	no	TRUE	FALSE	FALSE
TRIM71	ENSG00000206557	TRIM71	tripartite motif containing 71	no	YES	no	no	no	no	no	TRUE	FALSE	FALSE
TRIP6	ENSG00000087077	TRIP6	thyroid hormone receptor interactor 6	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
TRMT1	ENSG00000104907	TRMT1	tRNA methyltransferase 1	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
TRMT10A	ENSG00000145331	TRMT10A	tRNA methyltransferase 10A	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
TRMT10C	ENSG00000174173	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
TRMT1L	ENSG00000121486	TRMT1L	tRNA methyltransferase 1 like	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
TRMT2A	ENSG00000099899	TRMT2A	tRNA methyltransferase 2 homolog A	no	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
TRMT6	ENSG00000089195	TRMT6	tRNA methyltransferase 6	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
TRNAU1AP	ENSG00000180098	TRNAU1AP	tRNA selenocysteine 1 associated protein 1	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
TRUB1	ENSG00000165832	TRUB1	TruB pseudouridine synthase family member 1	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
TRUB2	ENSG00000167112	TRUB2	TruB pseudouridine synthase family member 2	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
TSFM	ENSG00000123297	TSFM	Ts translation elongation factor, mitochondrial	YES	no	no	no	YES	no	no	FALSE	FALSE	FALSE
TSNAX	ENSG00000116918	TSNAX	translin associated factor X	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
TSR1	ENSG00000167721	TSR1	TSR1, ribosome maturation factor	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
TUFM	ENSG00000178952	TUFM	Tu translation elongation factor, mitochondrial	no	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
TWF2	ENSG00000247596	TWF2	twinfilin actin binding protein 2	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
TXN	ENSG00000136810	TXN	thioredoxin	YES	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
TXNDC5	ENSG00000239264	TXNDC5	thioredoxin domain containing 5	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
U2AF1	ENSG00000160201	U2AF1	U2 small nuclear RNA auxiliary factor 1	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
U2AF2	ENSG00000063244	U2AF2	U2 small nuclear RNA auxiliary factor 2	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
U2SURP	ENSG00000163714	U2SURP	U2 snRNP associated SURP domain containing	YES	no	no	no	no	YES	YES	FALSE	FALSE	FALSE
UBA1	ENSG00000130985	UBA1	ubiquitin like modifier activating enzyme 1	YES	no	no	YES	no	no	no	TRUE	FALSE	FALSE
UBAP2	ENSG00000137073	UBAP2	ubiquitin associated protein 2	no	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
UBAP2L	ENSG00000143569	UBAP2L	ubiquitin associated protein 2 like	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
UBC	ENSG00000150991	UBC	ubiquitin C	YES	no	no	no	no	no	no	FALSE	TRUE	FALSE
UBE2I	ENSG00000103275	UBE2I	ubiquitin conjugating enzyme E2 I	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
UBE2L3	ENSG00000185651	UBE2L3	ubiquitin conjugating enzyme E2 L3	no	YES	no	YES	YES	no	no	TRUE	FALSE	FALSE
UBE2M	ENSG00000130725	UBE2M	ubiquitin conjugating enzyme E2 M	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
UBE2N	ENSG00000177889	UBE2N	ubiquitin conjugating enzyme E2 N	YES	no	no	no	no	no	no	TRUE	FALSE	FALSE
UBE2O	ENSG00000175931	UBE2O	ubiquitin conjugating enzyme E2 O	YES	YES	no	no	no	no	no	TRUE	FALSE	FALSE
UBFD1	ENSG00000103353	UBFD1	ubiquitin family domain containing 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
UBQLN1	ENSG00000135018	UBQLN1	ubiquilin 1	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
UBTF	ENSG00000108312	UBTF	upstream binding transcription factor, RNA polymerase I	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
UCHL5	ENSG00000116750	UCHL5	ubiquitin C-terminal hydrolase L5	no	no	no	YES	YES	no	no	TRUE	FALSE	FALSE
UNK	ENSG00000132478	UNK	unkempt family zinc finger	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
UPF1	ENSG00000005007	UPF1	UPF1, RNA helicase and ATPase	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
UPF3B	ENSG00000125351	UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
URB1	ENSG00000142207	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
URB2	ENSG00000135763	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
USO1	ENSG00000138768	USO1	USO1 vesicle transport factor	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
USP10	ENSG00000103194	USP10	ubiquitin specific peptidase 10	YES	YES	no	YES	no	no	YES	TRUE	FALSE	FALSE
USP36	ENSG00000055483	USP36	ubiquitin specific peptidase 36	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
USP42	ENSG00000106346	USP42	ubiquitin specific peptidase 42	no	no	no	no	no	YES	YES	TRUE	FALSE	FALSE
UTP11	ENSG00000183520	UTP11	UTP11, small subunit processome component homolog (S. cerevisiae)	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
UTP14A	ENSG00000156697	UTP14A	UTP14A small subunit processome component	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
UTP15	ENSG00000164338	UTP15	UTP15, small subunit processome component	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
UTP18	ENSG00000011260	UTP18	UTP18, small subunit processome component	YES	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
UTP20	ENSG00000120800	UTP20	UTP20, small subunit processome component	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
UTP23	ENSG00000147679	UTP23	UTP23, small subunit processome component	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
UTP3	ENSG00000132467	UTP3	UTP3, small subunit processome component homolog (S. cerevisiae)	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
UTP4	ENSG00000141076	UTP4	UTP4, small subunit processome component	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
VCP	ENSG00000165280	VCP	valosin containing protein	YES	YES	no	no	YES	no	no	TRUE	FALSE	FALSE
VIL1	ENSG00000127831	VIL1	villin 1	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
VIM	ENSG00000026025	VIM	vimentin	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
WBP11	ENSG00000084463	WBP11	WW domain binding protein 11	YES	YES	no	no	YES	no	no	FALSE	FALSE	FALSE
WBSCR22	ENSG00000071462	WBSCR22	Williams-Beuren syndrome chromosome region 22	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
WDR3	ENSG00000065183	WDR3	WD repeat domain 3	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
WDR33	ENSG00000136709	WDR33	WD repeat domain 33	YES	YES	no	no	no	YES	YES	FALSE	FALSE	FALSE
WDR36	ENSG00000134987	WDR36	WD repeat domain 36	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
WDR43	ENSG00000163811	WDR43	WD repeat domain 43	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
WDR46	ENSG00000206284;ENSG00000204221;ENSG00000236222;ENSG00000226916;ENSG00000227057	WDR46	WD repeat domain 46	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
WDR6	ENSG00000178252	WDR6	WD repeat domain 6	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
WDR75	ENSG00000115368	WDR75	WD repeat domain 75	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
XIRP1	ENSG00000168334	XIRP1	xin actin binding repeat containing 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
XPO5	ENSG00000124571	XPO5	exportin 5	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
XRCC5	ENSG00000079246	XRCC5	X-ray repair cross complementing 5	YES	YES	no	YES	YES	YES	no	FALSE	FALSE	FALSE
XRCC6	ENSG00000196419	XRCC6	X-ray repair cross complementing 6	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
XRN1	ENSG00000114127	XRN1	5'-3' exoribonuclease 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
XRN2	ENSG00000088930	XRN2	5'-3' exoribonuclease 2	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
YAP1	ENSG00000137693	YAP1	Yes associated protein 1	no	no	no	no	YES	no	no	FALSE	TRUE	FALSE
YARS	ENSG00000134684	YARS	tyrosyl-tRNA synthetase	no	YES	no	YES	YES	no	no	TRUE	FALSE	FALSE
YARS2	ENSG00000139131	YARS2	tyrosyl-tRNA synthetase 2	YES	no	no	no	no	no	no	TRUE	FALSE	FALSE
YBX1	ENSG00000065978	YBX1	Y-box binding protein 1	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
YBX2	ENSG00000006047	YBX2	Y-box binding protein 2	no	YES	YES	no	no	no	no	FALSE	FALSE	FALSE
YBX3	ENSG00000060138	YBX3	Y-box binding protein 3	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
YLPM1	ENSG00000119596	YLPM1	YLP motif containing 1	YES	YES	no	no	no	YES	YES	FALSE	FALSE	FALSE
YTHDC1	ENSG00000083896;ENSG00000275272	YTHDC1	YTH domain containing 1	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
YTHDC2	ENSG00000047188	YTHDC2	YTH domain containing 2	YES	YES	no	YES	no	no	no	TRUE	FALSE	FALSE
YTHDF1	ENSG00000149658	YTHDF1	YTH N6-methyladenosine RNA binding protein 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
YTHDF2	ENSG00000198492	YTHDF2	YTH N6-methyladenosine RNA binding protein 2	YES	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
YTHDF3	ENSG00000185728	YTHDF3	YTH N6-methyladenosine RNA binding protein 3	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
YWHAB	ENSG00000166913	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
YWHAE	ENSG00000108953	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
YWHAG	ENSG00000170027	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
YWHAZ	ENSG00000164924	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
ZC3H10	ENSG00000135482	ZC3H10	zinc finger CCCH-type containing 10	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
ZC3H11A	ENSG00000058673	ZC3H11A	zinc finger CCCH-type containing 11A	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
ZC3H13	ENSG00000123200	ZC3H13	zinc finger CCCH-type containing 13	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
ZC3H14	ENSG00000100722	ZC3H14	zinc finger CCCH-type containing 14	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
ZC3H15	ENSG00000065548	ZC3H15	zinc finger CCCH-type containing 15	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
ZC3H18	ENSG00000158545	ZC3H18	zinc finger CCCH-type containing 18	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
ZC3H4	ENSG00000130749	ZC3H4	zinc finger CCCH-type containing 4	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
ZC3H7A	ENSG00000122299	ZC3H7A	zinc finger CCCH-type containing 7A	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
ZC3H7B	ENSG00000100403	ZC3H7B	zinc finger CCCH-type containing 7B	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
ZC3H8	ENSG00000144161	ZC3H8	zinc finger CCCH-type containing 8	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
ZC3HAV1	ENSG00000105939	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
ZCCHC11	ENSG00000134744	ZCCHC11	zinc finger CCHC-type containing 11	YES	YES	no	YES	no	no	no	TRUE	FALSE	FALSE
ZCCHC17	ENSG00000121766	ZCCHC17	zinc finger CCHC-type containing 17	YES	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
ZCCHC24	ENSG00000165424	ZCCHC24	zinc finger CCHC-type containing 24	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
ZCCHC3	ENSG00000247315	ZCCHC3	zinc finger CCHC-type containing 3	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
ZCCHC6	ENSG00000083223	ZCCHC6	zinc finger CCHC-type containing 6	YES	YES	no	YES	no	no	no	TRUE	FALSE	FALSE
ZCCHC7	ENSG00000147905	ZCCHC7	zinc finger CCHC-type containing 7	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
ZCCHC8	ENSG00000033030	ZCCHC8	zinc finger CCHC-type containing 8	no	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
ZCCHC9	ENSG00000131732	ZCCHC9	zinc finger CCHC-type containing 9	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
ZCRB1	ENSG00000139168	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1	YES	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
ZFC3H1	ENSG00000133858	ZFC3H1	zinc finger C3H1-type containing	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
ZFP36	ENSG00000128016	ZFP36	ZFP36 ring finger protein	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
ZFP36L1	ENSG00000185650	ZFP36L1	ZFP36 ring finger protein like 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
ZFP36L2	ENSG00000152518	ZFP36L2	ZFP36 ring finger protein like 2	no	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
ZFR	ENSG00000056097	ZFR	zinc finger RNA binding protein	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
ZMAT3	ENSG00000172667	ZMAT3	zinc finger matrin-type 3	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
ZNF106	ENSG00000103994	ZNF106	zinc finger protein 106	no	no	no	YES	no	no	YES	FALSE	FALSE	FALSE
ZNF207	ENSG00000010244	ZNF207	zinc finger protein 207	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
ZNF326	ENSG00000162664	ZNF326	zinc finger protein 326	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
ZNF346	ENSG00000113761	ZNF346	zinc finger protein 346	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
ZNF385A	ENSG00000161642	ZNF385A	zinc finger protein 385A	YES	no	no	no	no	no	YES	FALSE	FALSE	FALSE
ZNF579	ENSG00000218891	ZNF579	zinc finger protein 579	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
ZNF598	ENSG00000167962	ZNF598	zinc finger protein 598	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
ZNF622	ENSG00000173545	ZNF622	zinc finger protein 622	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
ZNF638	ENSG00000075292	ZNF638	zinc finger protein 638	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
ZNF768	ENSG00000169957	ZNF768	zinc finger protein 768	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
ZNFX1	ENSG00000124201	ZNFX1	zinc finger NFX1-type containing 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
ZRANB2	ENSG00000132485	ZRANB2	zinc finger RANBP2-type containing 2	YES	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
ZYX	ENSG00000159840	ZYX	zyxin	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
