HuH7 mRNA interactome_Ensembl gene ID,HuH7 mRNA interactome_ENSEMBL Gene Name,HuH7 mRNA interactome_Entrez Gene ID,Uniprot,mRNA interactome status,average log2 fold change (cCL/control),padj cCL,average log2 fold change (PAR-CL/control),padj PAR-CL,HuH7 mRNA interactome_RNA biology status,HuH7 mRNA interactome_RBD,human mRNA interactomes_Ensembl gene ID,HeLa,HEK293,HuH7,human mRNA interactomes_ENSEMBL Gene Name,human mRNA interactomes_Entrez Gene ID,Uniprot entry,human mRNA interactomes_RNA biology status,human mRNA interactomes_RBD,enigmRBP,"""classical"" metablic enzyme",EC number,EC class,"Conserved ""core"" RBP",InParanoid Cluster ID,Uniprot ID,Organism
ENSG00000143977,SNRPG,6637,P62308,mRNA interactome,2.6526633333,0.0044591112,1.2344519,0.1379642895,linked,recognized,ENSG00000143977,mRNA interactome,no evidence,mRNA interactome,SNRPG,6637,P62308,linked,recognized,,,,,,,,
ENSG00000116221,MRPL37,51253,Q9BZE1,mRNA interactome,2.6481696667,0.0052909511,,,linked,unknown,ENSG00000116221,mRNA interactome,no evidence,mRNA interactome,MRPL37,51253,Q9BZE1,linked,unknown,,,,,,,,
ENSG00000086758,HUWE1,10075,Q7Z6Z7,candidate RNA binder,2.6455485,0.0206244242,,,unknown,unknown,ENSG00000086758,mRNA interactome,no evidence,candidate RNA binder,HUWE1,10075,Q7Z6Z7,unknown,unknown,yes,,,,,,,
ENSG00000067248,DHX29,54505,Q7Z478,mRNA interactome,2.621375,0.0097352025,,,linked,recognized,ENSG00000067248,no evidence,mRNA interactome,mRNA interactome,DHX29,54505,Q7Z478,linked,recognized,,,,,core,334,Q7Z478,H.sapiens
ENSG00000169871,TRIM56,81844,Q9BRZ2,mRNA interactome,2.61934,0.0051964413,2.955786,0.0036265955,unknown,unknown,ENSG00000169871,mRNA interactome,mRNA interactome,mRNA interactome,TRIM56,81844,Q9BRZ2,unknown,unknown,yes,,,,,,,
ENSG00000198755,RPL10A,4736,P62906,mRNA interactome,2.6140743333,0.0031022693,1.9604084,0.0315823113,linked,recognized,ENSG00000198755,mRNA interactome,mRNA interactome,mRNA interactome,RPL10A,4736,P62906,linked,recognized,,,,,,,,
ENSG00000127022,CANX,821,P27824,mRNA interactome,2.60987,0.0017772486,2.3215543333,0.0131267652,linked,unknown,ENSG00000127022,mRNA interactome,mRNA interactome,mRNA interactome,CANX,821,P27824,linked,unknown,,,,,,,,
ENSG00000182481,KPNA2,3838,P52292,mRNA interactome,2.6083656667,0.0042018888,3.145758,0.0056330979,unknown,unknown,ENSG00000182481,no evidence,mRNA interactome,mRNA interactome,KPNA2,3838,P52292,unknown,unknown,yes,,,,,,,
ENSG00000114302,PRKAR2A,5576,P13861,mRNA interactome,2.6051423333,0.0023447213,,,unknown,unknown,ENSG00000114302,no evidence,no evidence,mRNA interactome,PRKAR2A,5576,P13861,unknown,unknown,yes,yes,"2.7.11.1,",transferase,,,,
ENSG00000100403,ZC3H7B,23264,Q9UGR2,mRNA interactome,2.5985063333,0.0050652185,3.6278105,0.0033312503,unknown,unknown,ENSG00000100403,mRNA interactome,mRNA interactome,mRNA interactome,ZC3H7B,23264,Q9UGR2,unknown,unknown,yes,,,,,,,
ENSG00000008394,MGST1,4257,P10620,mRNA interactome,2.59055,0.0064582246,2.5880136667,0.0107249879,unknown,unknown,ENSG00000008394,no evidence,no evidence,mRNA interactome,MGST1,4257,P10620,unknown,unknown,yes,yes,2.5.1.18,transferase,,,,
ENSG00000084674,APOB,338,P04114,mRNA interactome,2.588104,0.0028634116,,,unknown,unknown,ENSG00000084674,no evidence,no evidence,mRNA interactome,APOB,338,P04114,unknown,unknown,yes,,,,,,,
ENSG00000083223,ZCCHC6,79670,Q5VYS8,mRNA interactome,2.5770376803,0.0275310868,3.049566,0.0024397942,linked,unknown,ENSG00000083223,mRNA interactome,mRNA interactome,mRNA interactome,ZCCHC6,79670,Q5VYS8,linked,unknown,,,,,,,,
ENSG00000147677,EIF3H,8667,O15372,mRNA interactome,2.5478333333,0.0023917378,2.4801135,0.0127497739,linked,unknown,ENSG00000147677,mRNA interactome,no evidence,mRNA interactome,EIF3H,8667,O15372,linked,unknown,,,,,,,,
ENSG00000128050,PAICS,10606,P22234,mRNA interactome,2.545106,0.0070684387,,,unknown,unknown,ENSG00000128050,no evidence,no evidence,mRNA interactome,PAICS,10606,P22234,unknown,unknown,yes,yes,4.1.1.21,lyase,,,,
ENSG00000108518,PFN1,5216,P07737,mRNA interactome,2.5430233333,0.0015393836,1.3458667667,0.0924453267,linked,unknown,ENSG00000108518,no evidence,mRNA interactome,mRNA interactome,PFN1,5216,P07737,linked,unknown,,,,,,,,
ENSG00000084463,WBP11,51729,Q9Y2W2,mRNA interactome,2.5368163333,0.0031126475,2.1998663667,0.0203848301,linked,recognized,ENSG00000084463,no evidence,mRNA interactome,mRNA interactome,WBP11,51729,Q9Y2W2,linked,recognized,,,,,,,,
ENSG00000182718,ANXA2,302,P07355,mRNA interactome,2.5358313333,0.0010853647,2.337822,0.0207310537,linked,unknown,ENSG00000182718,mRNA interactome,no evidence,mRNA interactome,ANXA2,302,P07355,linked,unknown,,,,,,,,
ENSG00000172893,DHCR7,1717,Q9UBM7,mRNA interactome,2.531673,0.0052505941,,,unknown,unknown,ENSG00000172893,no evidence,no evidence,mRNA interactome,DHCR7,1717,Q9UBM7,unknown,unknown,yes,yes,1.3.1.21,oxidoreductase,,,,
ENSG00000174780,SRP72,6731,O76094,mRNA interactome,2.5295603333,0.0012208953,,,linked,recognized,ENSG00000174780,mRNA interactome,mRNA interactome,mRNA interactome,SRP72,6731,O76094,linked,recognized,,,,,core,1639,O76094,H.sapiens
ENSG00000156508,EEF1A1,1915,P68104,mRNA interactome,2.5267716667,0.0044646282,1.4065853667,0.0873059203,linked,recognized,ENSG00000156508,mRNA interactome,mRNA interactome,mRNA interactome,EEF1A1,1915,P68104,linked,recognized,,,,,core,83,P68104,H.sapiens
ENSG00000149532,CPSF7,79869,Q8N684,mRNA interactome,2.5140615,0.0115279753,4.8308753333,0.0005114115,linked,recognized,ENSG00000149532,mRNA interactome,mRNA interactome,mRNA interactome,CPSF7,79869,Q8N684,linked,recognized,,,,,,,,
ENSG00000108588,CCDC47,57003,Q96A33,candidate RNA binder,2.5121495,0.0158938541,,,unknown,unknown,ENSG00000108588,mRNA interactome,no evidence,candidate RNA binder,CCDC47,57003,Q96A33,unknown,unknown,yes,,,,,,,
ENSG00000174748,RPL15,6138,P61313,mRNA interactome,2.5088280667,0.0226580879,3.5986803333,0.0075758036,linked,unknown,ENSG00000174748,mRNA interactome,mRNA interactome,mRNA interactome,RPL15,6138,P61313,linked,unknown,,,,,core,527,P61313,H.sapiens
ENSG00000121486,TRMT1L,81627,Q7Z2T5,mRNA interactome,2.4756233333,0.0022909162,3.3755766667,0.0010211383,linked,recognized,ENSG00000121486,mRNA interactome,no evidence,mRNA interactome,TRMT1L,81627,Q7Z2T5,linked,recognized,,,,,,,,
ENSG00000135482,ZC3H10,84872,Q96K80,mRNA interactome,2.4732165,0.0073583878,,,unknown,unknown,ENSG00000135482,mRNA interactome,no evidence,mRNA interactome,ZC3H10,84872,Q96K80,unknown,unknown,yes,,,,,,,
ENSG00000100813,ACIN1,22985,Q9UKV3,mRNA interactome,2.466828,0.011880596,2.7658263333,0.0058185082,linked,recognized,ENSG00000100813,mRNA interactome,mRNA interactome,mRNA interactome,ACIN1,22985,Q9UKV3,linked,recognized,,,,,,,,
ENSG00000100664,EIF5,1983,P55010,mRNA interactome,2.4633153333,0.0075605209,,,linked,unknown,ENSG00000100664,no evidence,mRNA interactome,mRNA interactome,EIF5,1983,P55010,linked,unknown,,,,,core,664,P55010,H.sapiens
ENSG00000070814,TCOF1,6949,Q13428,mRNA interactome,2.4595125,0.0060562963,2.165113,0.0172524964,linked,unknown,ENSG00000070814,mRNA interactome,mRNA interactome,mRNA interactome,TCOF1,6949,Q13428,linked,unknown,,,,,,,,
ENSG00000198758,EPS8L3,79574,Q8TE67,mRNA interactome,2.4588895,0.0056324226,0.8660225,0.4985162709,unknown,unknown,ENSG00000198758,no evidence,no evidence,mRNA interactome,EPS8L3,79574,Q8TE67,unknown,unknown,yes,,,,,,,
ENSG00000177425,PAWR,5074,Q96IZ0,mRNA interactome,2.456862,0.0067926096,2.003842,0.0281043666,linked,unknown,ENSG00000177425,no evidence,no evidence,mRNA interactome,PAWR,5074,Q96IZ0,linked,unknown,,,,,,,,
ENSG00000134440,NARS,4677,O43776,mRNA interactome,2.4535685,0.0058175916,3.3070745,0.007792982,linked,recognized,ENSG00000134440,no evidence,no evidence,mRNA interactome,NARS,4677,O43776,linked,recognized,,,,,core,190,O43776,H.sapiens
ENSG00000132341,RAN,5901,P62826,mRNA interactome,2.4534126667,0.003283144,1.9395626333,0.0145017586,linked,unknown,ENSG00000132341,mRNA interactome,mRNA interactome,mRNA interactome,RAN,5901,P62826,linked,unknown,,,,,core,417,P62826,H.sapiens
ENSG00000205531,NAP1L4,4676,Q99733,mRNA interactome,2.445836,0.006126653,,,unknown,unknown,ENSG00000205531,mRNA interactome,no evidence,mRNA interactome,NAP1L4,4676,Q99733,unknown,unknown,yes,,,,,,,
ENSG00000119596,YLPM1,56252,P49750,mRNA interactome,2.4359413333,0.0015669161,2.7351796667,0.0037163518,linked,recognized,ENSG00000119596,no evidence,mRNA interactome,mRNA interactome,YLPM1,56252,P49750,linked,recognized,,,,,,,,
ENSG00000130749,ZC3H4,23211,Q9UPT8,candidate RNA binder,2.4048965,0.0187132201,2.7624456,0.0120402199,unknown,unknown,ENSG00000130749,mRNA interactome,mRNA interactome,candidate RNA binder,ZC3H4,23211,Q9UPT8,unknown,unknown,yes,,,,,,,
ENSG00000129250,KIF1C,10749,O43896,mRNA interactome,2.4012823333,0.0063767989,3.508804,0.0036923971,unknown,unknown,ENSG00000129250,mRNA interactome,mRNA interactome,mRNA interactome,KIF1C,10749,O43896,unknown,unknown,yes,,,,,,,
ENSG00000140319,SRP14,6727,P37108,mRNA interactome,2.3974133333,0.0015323048,5.133036,0.0007371138,linked,recognized,ENSG00000140319,mRNA interactome,mRNA interactome,mRNA interactome,SRP14,6727,P37108,linked,recognized,,,,,,,,
ENSG00000108107,RPL28,6158,P46779,mRNA interactome,2.3844285,0.0083038193,,,linked,unknown,ENSG00000108107,mRNA interactome,no evidence,mRNA interactome,RPL28,6158,P46779,linked,unknown,,,,,,,,
ENSG00000146701,MDH2,4191,P40926,mRNA interactome,2.3713233333,0.0038800618,2.0619689667,0.0209027384,linked,unknown,ENSG00000146701,mRNA interactome,mRNA interactome,mRNA interactome,MDH2,4191,P40926,linked,unknown,,yes,1.1.1.37,oxidoreductase,,,,
ENSG00000104356,POP1,10940,Q99575,mRNA interactome,2.36548335,0.0523668611,3.763467,0.0029997352,linked,recognized,ENSG00000104356,mRNA interactome,no evidence,mRNA interactome,POP1,10940,Q99575,linked,recognized,,,,,,,,
ENSG00000196924,FLNA,2316,P21333,mRNA interactome,2.364511,0.0076701988,0.6139246,0.3754843692,linked,unknown,ENSG00000196924,mRNA interactome,mRNA interactome,mRNA interactome,FLNA,2316,P21333,linked,unknown,,,,,,,,
ENSG00000144713,RPL32,6161,P62910,candidate RNA binder,2.3609119,0.0141910473,2.3841962667,0.0205237008,linked,unknown,ENSG00000144713,mRNA interactome,no evidence,candidate RNA binder,RPL32,6161,P62910,linked,unknown,,,,,core,1190,P62910,H.sapiens
ENSG00000189403,HMGB1,3146,P09429,mRNA interactome,2.3500063333,0.0052580294,2.0233436667,0.0096606679,linked,unknown,ENSG00000189403,mRNA interactome,mRNA interactome,mRNA interactome,HMGB1,3146,P09429,linked,unknown,,,,,,,,
ENSG00000006625,GGCT,79017,O75223,mRNA interactome,2.34584,0.007498214,,,unknown,unknown,ENSG00000006625,no evidence,no evidence,mRNA interactome,GGCT,79017,O75223,unknown,unknown,yes,yes,2.3.2.4,transferase,,,,
ENSG00000144674,GOLGA4,2803,Q13439,mRNA interactome,2.3381273333,0.007565559,1.10057395,0.1734218131,unknown,recognized,ENSG00000144674,no evidence,no evidence,mRNA interactome,GOLGA4,2803,Q13439,unknown,recognized,,,,,,,,
ENSG00000174444,RPL4,6124,P36578,candidate RNA binder,2.3258876667,0.0191883264,2.03272138,0.0416337475,linked,recognized,ENSG00000174444,mRNA interactome,mRNA interactome,candidate RNA binder,RPL4,6124,P36578,linked,recognized,,,,,core,337,P36578,H.sapiens
ENSG00000108953,YWHAE,7531,P62258,mRNA interactome,2.3237906667,0.0047023531,0.8508297,0.1376045455,linked,unknown,ENSG00000108953,mRNA interactome,no evidence,mRNA interactome,YWHAE,7531,P62258,linked,unknown,,,,,core,421,P62258,H.sapiens
ENSG00000049883,PTCD2,79810,Q8WV60,mRNA interactome,2.323371,0.0069697246,,,linked,unknown,ENSG00000049883,mRNA interactome,mRNA interactome,mRNA interactome,PTCD2,79810,Q8WV60,linked,unknown,,,,,,,,
ENSG00000179134,SAMD4B,55095,Q5PRF9,mRNA interactome,2.3113575,0.0071273075,,,unknown,unknown,ENSG00000179134,no evidence,mRNA interactome,mRNA interactome,SAMD4B,55095,Q5PRF9,unknown,unknown,yes,,,,,,,
ENSG00000116030,SUMO1,7341,P63165,mRNA interactome,2.3002186667,0.0023412076,2.7306975,0.0084832078,unknown,unknown,ENSG00000116030,mRNA interactome,no evidence,mRNA interactome,SUMO1,7341,P63165,unknown,unknown,yes,,,,core,1711,P63165,H.sapiens
ENSG00000119707,RBM25,58517,P49756,mRNA interactome,2.2902875,0.0075046564,2.569809,0.0312719627,linked,recognized,ENSG00000119707,mRNA interactome,mRNA interactome,mRNA interactome,RBM25,58517,P49756,linked,recognized,,,,,,,,
ENSG00000165209,STRBP,55342,Q96SI9,mRNA interactome,2.285606,0.0074153043,3.589567,0.003348074,linked,recognized,ENSG00000165209,mRNA interactome,mRNA interactome,mRNA interactome,STRBP,55342,Q96SI9,linked,recognized,,,,,,,,
ENSG00000055483,USP36,57602,Q9P275,candidate RNA binder,2.277394,0.010364305,2.879627,0.0113762871,unknown,unknown,ENSG00000055483,mRNA interactome,no evidence,candidate RNA binder,USP36,57602,Q9P275,unknown,unknown,yes,yes,3.1.2.15,hydrolase,,,,
ENSG00000120802,TMPO,7112,P42167,mRNA interactome,2.2712446667,0.0038208057,1.5387079667,0.0299162945,unknown,unknown,ENSG00000120802,no evidence,no evidence,mRNA interactome,TMPO,7112,P42167,unknown,unknown,yes,,,,,,,
ENSG00000134333,LDHA,3939,P00338,mRNA interactome,2.262104,0.0075991644,2.6064765,0.0267272007,unknown,unknown,ENSG00000134333,no evidence,no evidence,mRNA interactome,LDHA,3939,P00338,unknown,unknown,yes,yes,1.1.1.27,oxidoreductase,,,,
ENSG00000177954,RPS27,6232,P42677,mRNA interactome,2.2424213333,0.0055396169,,,linked,unknown,ENSG00000177954,no evidence,mRNA interactome,mRNA interactome,RPS27,6232,P42677,linked,unknown,,,,,core,1385,P42677,H.sapiens
ENSG00000197958,RPL12,6136,P30050,mRNA interactome,2.2073283333,0.0062117003,2.0633942667,0.0165740622,linked,recognized,ENSG00000197958,no evidence,mRNA interactome,mRNA interactome,RPL12,6136,P30050,linked,recognized,,,,,,,,
ENSG00000170348,TMED10,10972,P49755,mRNA interactome,2.2058176667,0.0027629479,2.6459265,0.0111960912,unknown,unknown,ENSG00000170348,no evidence,no evidence,mRNA interactome,TMED10,10972,P49755,unknown,unknown,yes,,,,,,,
ENSG00000137710,RDX,5962,P35241,mRNA interactome,2.204641,0.0027625681,1.5762233667,0.0433485582,unknown,unknown,ENSG00000137710,mRNA interactome,no evidence,mRNA interactome,RDX,5962,P35241,unknown,unknown,yes,,,,,,,
ENSG00000197756,RPL37A,6168,P61513,candidate RNA binder,2.20302,0.0296899987,2.7022229667,0.0201883875,linked,unknown,ENSG00000197756,no evidence,mRNA interactome,candidate RNA binder,RPL37A,6168,P61513,linked,unknown,,,,,,,,
ENSG00000105323,HNRNPUL1,11100,Q9BUJ2,candidate RNA binder,2.1814514333,0.0173135954,3.1144625333,0.0102793324,linked,recognized,ENSG00000105323,mRNA interactome,mRNA interactome,candidate RNA binder,HNRNPUL1,11100,Q9BUJ2,linked,recognized,,,,,,,,
ENSG00000079950,STX7,8417,O15400,mRNA interactome,2.180243,0.0086132703,,,unknown,unknown,ENSG00000079950,no evidence,no evidence,mRNA interactome,STX7,8417,O15400,unknown,unknown,yes,,,,,,,
ENSG00000106244,PDAP1,11333,Q13442,mRNA interactome,2.175335,0.0025220932,1.4304883333,0.0359658933,unknown,unknown,ENSG00000106244,no evidence,mRNA interactome,mRNA interactome,PDAP1,11333,Q13442,unknown,unknown,yes,,,,,,,
ENSG00000125844,RRBP1,6238,Q9P2E9,mRNA interactome,2.151408,0.0098102986,1.9508143333,0.0185391286,linked,unknown,ENSG00000125844,no evidence,mRNA interactome,mRNA interactome,RRBP1,6238,Q9P2E9,linked,unknown,,,,,,,,
ENSG00000122786,CALD1,800,Q05682,mRNA interactome,2.1440826667,0.0027735705,1.229017,0.1047519026,unknown,unknown,ENSG00000122786,no evidence,no evidence,mRNA interactome,CALD1,800,Q05682,unknown,unknown,yes,,,,,,,
ENSG00000156471,PTDSS1,9791,P48651,mRNA interactome,2.1332276667,0.0052099115,,,unknown,unknown,ENSG00000156471,no evidence,no evidence,mRNA interactome,PTDSS1,9791,P48651,unknown,unknown,yes,yes,2.7.8.8,transferase,,,,
ENSG00000181019,NQO1,1728,P15559,mRNA interactome,2.1316446667,0.0024136047,1.2409786667,0.182028533,unknown,unknown,ENSG00000181019,mRNA interactome,no evidence,mRNA interactome,NQO1,1728,P15559,unknown,unknown,yes,yes,1.6.5.2,oxidoreductase,,,,
ENSG00000138035,PNPT1,87178,Q8TCS8,candidate RNA binder,2.1159708,0.0414260048,,,linked,recognized,ENSG00000138035,no evidence,mRNA interactome,candidate RNA binder,PNPT1,87178,Q8TCS8,linked,recognized,,,,,,,,
ENSG00000108010,GLRX3,10539,O76003,candidate RNA binder,2.111612,0.0139564955,,,linked,recognized,ENSG00000108010,mRNA interactome,no evidence,candidate RNA binder,GLRX3,10539,O76003,linked,recognized,,,,,,,,
ENSG00000089597,GANAB,23193,Q14697,mRNA interactome,2.111367,0.009955909,1.9778365,0.026958309,linked,unknown,ENSG00000089597,mRNA interactome,no evidence,mRNA interactome,GANAB,23193,Q14697,linked,unknown,,yes,3.2.1.20,hydrolase,,,,
ENSG00000082516,GEMIN5,25929,Q8TEQ6,mRNA interactome,2.105823,0.0021643263,2.2126715,0.0168714561,linked,unknown,ENSG00000082516,mRNA interactome,no evidence,mRNA interactome,GEMIN5,25929,Q8TEQ6,linked,unknown,,,,,,,,
ENSG00000067225,PKM,5315,P14618,mRNA interactome,2.1049238667,0.0093307041,1.4617896333,0.0927504838,linked,unknown,ENSG00000067225,mRNA interactome,no evidence,mRNA interactome,PKM,5315,P14618,linked,unknown,,yes,2.7.1.40,transferase,core,250,P14618,H.sapiens
ENSG00000184863,RBM33,155435,Q96EV2,candidate RNA binder,2.104394,0.0116447323,,,linked,recognized,ENSG00000184863,mRNA interactome,mRNA interactome,candidate RNA binder,RBM33,155435,Q96EV2,linked,recognized,,,,,,,,
ENSG00000164134,NAA15,80155,Q9BXJ9,candidate RNA binder,2.09893385,0.0446348541,,,linked,unknown,ENSG00000164134,mRNA interactome,no evidence,candidate RNA binder,NAA15,80155,Q9BXJ9,linked,unknown,,yes,2.3.1.,transferase,core,479,Q9BXJ9,H.sapiens
ENSG00000074356,C17orf85,55421,Q53F19,candidate RNA binder,2.0815165,0.0190674985,-0.717714,0.6634265429,unknown,unknown,ENSG00000074356,mRNA interactome,mRNA interactome,candidate RNA binder,C17orf85,55421,Q53F19,unknown,unknown,yes,,,,,,,
ENSG00000136068,FLNB,2317,O75369,mRNA interactome,2.067244,0.0033216813,,,unknown,unknown,ENSG00000136068,no evidence,mRNA interactome,mRNA interactome,FLNB,2317,O75369,unknown,unknown,yes,,,,,,,
ENSG00000163399,ATP1A1,476,P05023,mRNA interactome,2.0547483333,0.0030459876,2.372322,0.0148730624,unknown,unknown,ENSG00000163399,no evidence,no evidence,mRNA interactome,ATP1A1,476,P05023,unknown,unknown,yes,yes,3.6.3.9,hydrolase,,,,
ENSG00000159140,SON,6651,P18583,mRNA interactome,2.0520953333,0.009955909,2.4606183333,0.0121802833,linked,recognized,ENSG00000159140,mRNA interactome,mRNA interactome,mRNA interactome,SON,6651,P18583,linked,recognized,,,,,,,,
ENSG00000004478,FKBP4,2288,Q02790,candidate RNA binder,2.0042025,0.0116991794,,,unknown,unknown,ENSG00000004478,mRNA interactome,no evidence,candidate RNA binder,FKBP4,2288,Q02790,unknown,unknown,yes,yes,5.2.1.8.,isomerase,,,,
ENSG00000197694,SPTAN1,6709,Q13813,mRNA interactome,2.0015493333,0.0029281106,0.8229843333,0.1774191379,unknown,unknown,ENSG00000197694,no evidence,no evidence,mRNA interactome,SPTAN1,6709,Q13813,unknown,unknown,yes,,,,,,,
ENSG00000115310,RTN4,57142,Q9NQC3,mRNA interactome,1.9890393333,0.0112213946,2.0746393333,0.0096577426,unknown,unknown,ENSG00000115310,mRNA interactome,no evidence,mRNA interactome,RTN4,57142,Q9NQC3,unknown,unknown,yes,,,,,,,
ENSG00000172757,CFL1,1072,P23528,mRNA interactome,1.9512,0.0038639775,0.560941,0.4256295312,unknown,unknown,ENSG00000172757,no evidence,no evidence,mRNA interactome,CFL1,1072,P23528,unknown,unknown,yes,,,,,,,
ENSG00000143799,PARP1,142,P09874,candidate RNA binder,1.9502335,0.0127824423,1.5614208,0.0302205434,linked,unknown,ENSG00000143799,mRNA interactome,mRNA interactome,candidate RNA binder,PARP1,142,P09874,linked,unknown,,yes,2.4.2.36,transferase,,,,
ENSG00000079819,EPB41L2,2037,O43491,mRNA interactome,1.9377733333,0.0055884463,1.5139676,0.1438934705,unknown,unknown,ENSG00000079819,no evidence,no evidence,mRNA interactome,EPB41L2,2037,O43491,unknown,unknown,yes,,,,,,,
ENSG00000124207,CSE1L,1434,P55060,mRNA interactome,1.9355696667,0.0039187741,1.866178,0.0338645523,unknown,unknown,ENSG00000124207,no evidence,no evidence,mRNA interactome,CSE1L,1434,P55060,unknown,unknown,yes,,,,,,,
ENSG00000136810,TXN,7295,P10599,mRNA interactome,1.9182696667,0.0041881725,0.9676266667,0.0927504838,linked,recognized,ENSG00000136810,mRNA interactome,mRNA interactome,mRNA interactome,TXN,7295,P10599,linked,recognized,,yes,1.8.1.9,oxidoreductase,core,1586,P10599,H.sapiens
ENSG00000084207,GSTP1,2950,P09211,mRNA interactome,1.909994,0.0050175316,0.6721556667,0.382549928,unknown,unknown,ENSG00000084207,no evidence,no evidence,mRNA interactome,GSTP1,2950,P09211,unknown,unknown,yes,yes,2.5.1.18,transferase,,,,
ENSG00000005022,SLC25A5,292,P05141,mRNA interactome,1.9025823667,0.0089110397,1.5804794967,0.0646644631,unknown,unknown,ENSG00000005022,mRNA interactome,no evidence,mRNA interactome,SLC25A5,292,P05141,unknown,unknown,yes,,,,core,557,P05141,H.sapiens
ENSG00000188612,SUMO2,6613,P61956,mRNA interactome,1.8688733333,0.0035215654,1.9481748,0.0128561195,unknown,unknown,ENSG00000188612,no evidence,mRNA interactome,mRNA interactome,SUMO2,6613,P61956,unknown,unknown,yes,,,,core,1711,P61956,H.sapiens
ENSG00000136448,NMT1,4836,P30419,mRNA interactome,1.8508263333,0.003781836,,,unknown,unknown,ENSG00000136448,no evidence,no evidence,mRNA interactome,NMT1,4836,P30419,unknown,unknown,yes,yes,2.3.1.97,transferase,,,,
ENSG00000101856,PGRMC1,10857,O00264,mRNA interactome,1.825437,0.0318990465,3.6536675,0.0032062846,unknown,unknown,ENSG00000101856,no evidence,no evidence,mRNA interactome,PGRMC1,10857,O00264,unknown,unknown,yes,,,,,,,
ENSG00000130589,HELZ2,85441,Q9BYK8,candidate RNA binder,1.8018855,0.018313841,2.27415,0.0177654632,linked,unknown,ENSG00000130589,mRNA interactome,mRNA interactome,candidate RNA binder,HELZ2,85441,Q9BYK8,linked,unknown,,,,,,,,
ENSG00000167004,PDIA3,2923,P30101,mRNA interactome,1.80036,0.0062313914,0.9899329667,0.1432559931,linked,unknown,ENSG00000167004,mRNA interactome,no evidence,mRNA interactome,PDIA3,2923,P30101,linked,unknown,,yes,5.3.4.1.,isomerase,,,,
ENSG00000110955,ATP5B,506,P06576,mRNA interactome,1.79334,0.0068103639,0.9586917,0.1497085649,unknown,unknown,ENSG00000110955,no evidence,no evidence,mRNA interactome,ATP5B,506,P06576,unknown,unknown,yes,yes,3.6.3.14,hydrolase,,,,
