Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9L6Q8	WECF_SALTY	reviewed	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase (EC 2.4.1.325) (4-alpha-L-fucosyltransferase) (TDP-Fuc4NAc:lipid II Fuc4NAc transferase) (Fuc4NAc transferase)	wecF rffT STM3927 STMD1.63	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	359
P37444	TRPR_SALTY	reviewed	Trp operon repressor	trpR STM4583	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	108
Q9Z4S6	TTRA_SALTY	reviewed	Tetrathionate reductase subunit A (EC 1.8.-.-) (Tetrathionate reductase molybdenum subunit)	ttrA STM1383	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1020
Q7CQM9	TTRB_SALTY	reviewed	Tetrathionate reductase subunit B (Tetrathionate reductase electron transport protein)	ttrB STM1385	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	250
Q8ZPP6	TTRS_SALTY	reviewed	Tetrathionate sensor histidine kinase TtrS (EC 2.7.13.3)	ttrS STM1386	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	592
P66932	TIG_SALTY	reviewed	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	tig STM0447	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	432
Q8ZMX8	TRMN6_SALTY	reviewed	tRNA1(Val) (adenine(37)-N6)-methyltransferase (EC 2.1.1.223) (tRNA m6A37 methyltransferase)	yfiC STM2642	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	245
P00905	TRPGD_SALTY	reviewed	Bifunctional protein TrpGD [Includes: Anthranilate synthase component 2 (AS) (ASII) (EC 4.1.3.27) (Anthranilate synthase, glutamine amidotransferase component); Anthranilate phosphoribosyltransferase (EC 2.4.2.18)]	trpGD trpD STM1724	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	531
P06196	USHA_SALTY	reviewed	Silent protein UshA(0)	ushA STM0494	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	550
P67408	URK_SALTY	reviewed	Uridine kinase (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase)	udk STM2122	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	213
P00910	TRPC_SALTY	reviewed	Tryptophan biosynthesis protein TrpCF [Includes: Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48); N-(5'-phospho-ribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)]	trpC STM1725	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	452
P40731	TSAD_SALTY	reviewed	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	tsaD gcp STM3208	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	337
P0A2K5	UBIE_SALTY	reviewed	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	ubiE STM3970 STMD1.19	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	251
P0A2I1	TOP1_SALTY	reviewed	DNA topoisomerase 1 (EC 5.99.1.2) (DNA topoisomerase I) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)	topA STM1714	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	865
Q8ZLL7	TUSD_SALTY	reviewed	Sulfurtransferase TusD (EC 2.8.1.-) (tRNA 2-thiouridine synthesizing protein D)	tusD STM3451	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	128
Q7CQS8	TUSE_SALTY	reviewed	Sulfurtransferase TusE (EC 2.8.1.-) (tRNA 2-thiouridine synthesizing protein E)	tusE STM1084	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	109
Q8ZLL9	TUSB_SALTY	reviewed	Protein TusB (tRNA 2-thiouridine synthesizing protein B)	tusB STM3449	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	95
Q7CPB4	UBIA_SALTY	reviewed	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.-) (4-HB polyprenyltransferase)	ubiA STM4234	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	290
P0A2G7	YCIH_SALTY	reviewed	Uncharacterized protein YciH	yciH STM1706	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	108
Q8ZPS5	YDIU_SALTY	reviewed	UPF0061 protein YdiU	ydiU STM1345	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	480
Q8ZPS6	YDIV_SALTY	reviewed	Anti-FlhC(2)FlhD(4) factor YdiV (EAL-like protein YdiV) (c-di-GMP regulator CdgR)	ydiV cdgR STM1344	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	237
P67605	YEEX_SALTY	reviewed	UPF0265 protein YeeX	yeeX STM2059	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	111
Q7CQ70	YEJL_SALTY	reviewed	UPF0352 protein YejL	yejL STM2227	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	75
P50335	YHJJ_SALTY	reviewed	Protein YhjJ	yhjJ STM3613	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	495
P0A1U0	YIGI_SALTY	reviewed	Uncharacterized protein YigI	yigI STM3956 STMD1.34	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	155
P0A1U8	YIIY_SALTY	reviewed	Uncharacterized protein YiiY	yiiY STM4051	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	227
Q08022	YJGN_SALTY	reviewed	Inner membrane protein YjgN (ORF X)	yjgN STM4474	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	395
Q8ZS17	YAAA_SALTY	reviewed	UPF0246 protein YaaA	yaaA STM0005	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	257
O87663	YADU_SALTY	reviewed	Uncharacterized protein YadU	yadU STM0201	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	279
P0A8B8	YBAB_SALTY	reviewed	Nucleoid-associated protein YbaB	ybaB STM0485	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	109
O87574	YBEY_SALTY	reviewed	Endoribonuclease YbeY (EC 3.1.-.-)	ybeY STM0668	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	157
Q7CQR2	YCEH_SALTY	reviewed	UPF0502 protein YceH	yceH STM1168	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	215
Q8ZPR4	YDIB_SALTY	reviewed	Quinate/shikimate dehydrogenase (EC 1.1.1.282) (NAD-dependent shikimate 5-dehydrogenase)	ydiB STM1359	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	288
Q8ZPW3	YEAH_SALTY	reviewed	UPF0229 protein YeaH	yeaH STM1284	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	428
P60817	YFBU_SALTY	reviewed	UPF0304 protein YfbU	yfbU STM2335	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	164
P40195	YFEK_SALTY	reviewed	Uncharacterized protein YfeK	yfeK STM2438	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	120
Q93IM6	YFEO_SALTY	reviewed	Putative ion-transport protein YfeO	yfeO STM2404	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	411
Q8ZRS6	YACL_SALTY	reviewed	UPF0231 protein YacL	yacL STM0160	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	120
P67537	YBED_SALTY	reviewed	UPF0250 protein YbeD	ybeD STM0636	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	87
P67286	YBJQ_SALTY	reviewed	UPF0145 protein YbjQ	ybjQ STM0930	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	107
P37168	YCEM_SALTY	reviewed	Putative oxidoreductase YceM (EC 1.-.-.-)	yceM mviM STM1169	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	307
Q8ZPN4	YDHK_SALTY	reviewed	Uncharacterized transporter YdhK	ydhK STM1441	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	679
Q8ZK08	YEEN_SALTY	reviewed	Probable transcriptional regulatory protein YeeN	yeeN STM4499	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	238
Q06399	YEDD_SALTY	reviewed	Uncharacterized lipoprotein YedD	yedD STM1964	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	141
Q06400	YEDE_SALTY	reviewed	UPF0394 inner membrane protein YedE	yedE STM1965	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	401
P0AA34	YEDF_SALTY	reviewed	Putative sulfur carrier protein YedF	yedF STM1966	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	77
Q8ZNP1	YEGS_SALTY	reviewed	Probable lipid kinase YegS (EC 2.7.1.-)	yegS STM2140	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	299
P67246	YFCN_SALTY	reviewed	UPF0115 protein YfcN	yfcN STM2386	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	183
Q8ZN80	YFEW_SALTY	reviewed	UPF0214 protein YfeW	yfeW STM2478	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	432
Q8ZLE4	YHHS_SALTY	reviewed	Uncharacterized MFS-type transporter YhhS	yhhS STM3581	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	405
Q7CPB2	YJBJ_SALTY	reviewed	UPF0337 protein YjbJ	yjbJ STM4240	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	70
P67366	YCFP_SALTY	reviewed	UPF0227 protein YcfP	ycfP STM1210	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	180
P0A1A1	YCIA_SALTY	reviewed	Acyl-CoA thioester hydrolase YciA (EC 3.1.2.-)	yciA STM1736	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	133
P16656	YCJE_SALTY	reviewed	Uncharacterized protein YcjE	ycjE STM1699	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99
P40788	YDDE_SALTY	reviewed	Uncharacterized isomerase YddE (EC 5.1.-.-)	yddE STM1581	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	297
Q8ZP49	YCIC_SALTY	reviewed	UPF0259 membrane protein YciC	yciC STM1734	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	247
Q8ZRM4	YAFD_SALTY	reviewed	UPF0294 protein YafD	yafD STM0258	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	266
P64437	YBGS_SALTY	reviewed	Uncharacterized protein YbgS	ybgS STM0759	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	128
Q8ZQP0	YBHG_SALTY	reviewed	UPF0194 membrane protein YbhG	ybhG STM0818	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	331
P0A1S6	YAEQ_SALTY	reviewed	Uncharacterized protein YaeQ	yaeQ STM0239	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	181
Q8ZRF8	YAIT_SALTY	reviewed	Uncharacterized protein YaiT	yaiT STM0373	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	978
P67481	YACG_SALTY	reviewed	DNA gyrase inhibitor YacG	yacG STM0138	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	63
Q8ZQD2	YCAD_SALTY	reviewed	Uncharacterized MFS-type transporter YcaD	ycaD STM0968	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	382
P40822	YCEB_SALTY	reviewed	Uncharacterized lipoprotein YceB	yceB STM1164	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	186
Q7CQR9	YCDX_SALTY	reviewed	Probable phosphatase YcdX (EC 3.1.3.-)	ycdX STM1136	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	245
P0A1T2	YCED_SALTY	reviewed	Large ribosomal RNA subunit accumulation protein YceD (23S rRNA accumulation protein YceD) (G30K)	yceD g30k STM1190	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	173
O54290	YCDZ_SALTY	reviewed	Inner membrane protein YcdZ	ycdZ STM1138	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	160
P61351	YCEI_SALTY	reviewed	Protein YceI	yceI STM1157	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	191
P00898	TRPE_SALTY	reviewed	Anthranilate synthase component 1 (AS) (ASI) (EC 4.1.3.27)	trpE STM1723	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	520
Q8ZMF8	TRUD_SALTY	reviewed	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	truD STM2928	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	349
Q8ZNB9	TRUA_SALTY	reviewed	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	truA STM2368	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	270
P0A261	TSX_SALTY	reviewed	Nucleoside-specific channel-forming protein Tsx	tsx STM0413	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	287
O52714	TUS_SALTY	reviewed	DNA replication terminus site-binding protein (Ter-binding protein)	tus STM1470	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	309
P65542	RSXA_SALTY	reviewed	Ion-translocating oxidoreductase complex subunit A (EC 1.18.1.-) (Rsx electron transport complex subunit A)	rsxA STM1459	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	193
P13041	VRPR_SALTY	reviewed	Virulence genes transcriptional activator	mkaC mkfC spvR vagA PSLT041	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	297
P0A2N2	VSDE_SALTY	reviewed	Virulence protein vsdE	vsdE spvD PSLT037	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	216
P55888	XERC_SALTY	reviewed	Tyrosine recombinase XerC	xerC STM3949 STMD1.41	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	300
Q8ZL90	XYLA_SALTY	reviewed	Xylose isomerase (EC 5.3.1.5)	xylA STM3661	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	440
P64162	FTSB_SALTY	reviewed	Cell division protein FtsB	ftsB STM2931	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	103
P40720	FUMA_SALTY	reviewed	Fumarate hydratase class I, aerobic (EC 4.2.1.2) (Fumarase A) (Oxaloacetate keto--enol-isomerase) (OAAKE isomerase) (Oxaloacetate tautomerase) (EC 5.3.2.2)	fumA STM1468	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	580
P0A2K7	GALF_SALTY	reviewed	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (Alpha-D-glucosyl-1-phosphate uridylyltransferase) (UDP-glucose pyrophosphorylase) (UDPGP) (Uridine diphosphoglucose pyrophosphorylase)	galF STM2098	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	297
Q7CPQ8	GARL_SALTY	reviewed	5-keto-4-deoxy-D-glucarate aldolase (KDGluc aldolase) (KDGlucA) (EC 4.1.2.20) (2-dehydro-3-deoxy-D-glucarate aldolase) (2-keto-3-deoxy-D-glucarate aldolase) (5-dehydro-4-deoxy-D-glucarate aldolase) (Alpha-keto-beta-deoxy-D-glucarate aldolase)	garL STM3249	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	256
Q56032	ENVF_SALTY	reviewed	Probable lipoprotein EnvF	envF STM1240	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	262
Q8ZR35	ENTS_SALTY	reviewed	Enterobactin exporter EntS	entS STM0593	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	414
Q56064	ENTD_SALTY	reviewed	Enterobactin synthase component D (4'-phosphopantetheinyl transferase EntD) (EC 2.7.8.-) (Enterochelin synthase D)	entD STM0584	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	234
Q9ZJ12	EPMA_SALTY	reviewed	Elongation factor P--(R)-beta-lysine ligase (EF-P--(R)-beta-lysine ligase) (EC 6.3.1.-) (EF-P post-translational modification enzyme A) (EF-P-lysine lysyltransferase)	epmA genX yjeA STM4344	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	325
Q8ZKI4	G6PI_SALTY	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi atbR STM4221	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	549
P22714	GAL7_SALTY	reviewed	Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)	galT STM0775	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	348
P22713	GAL1_SALTY	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK STM0774	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	382
P0A1E1	HEMN_SALTY	reviewed	Oxygen-independent coproporphyrinogen III oxidase (CPO) (EC 1.3.98.3) (Coproporphyrinogen III dehydrogenase) (CPDH)	hemN STM4004	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	457
P0CL05	END8_SALTY	reviewed	Endonuclease 8 (DNA glycosylase/AP lyase Nei) (EC 3.2.2.-) (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase Nei) (Endonuclease VIII)	nei STM0728	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	263
P58580	GSHB_SALTY	reviewed	Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)	gshB STM3095	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	315
P41790	EUTD_SALTY	reviewed	Ethanolamine utilization protein EutD	eutD eutI STM2466	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	338
Q9ZFV2	EUTA_SALTY	reviewed	Ethanolamine utilization protein EutA	eutA STM2459	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	467
P41795	EUTG_SALTY	reviewed	Ethanolamine utilization protein EutG (EC 1.1.-.-)	eutG STM2461	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	395
P41791	EUTM_SALTY	reviewed	Ethanolamine utilization protein EutM	eutM cchA STM2465	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	96
Q7CQ21	HDA_SALTY	reviewed	DnaA regulatory inactivator Hda	hda STM2496	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	241
P67638	FRDC_SALTY	reviewed	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	frdC STM4341	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	131
P63343	FTSH_SALTY	reviewed	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH hflB STM3296	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	644
P0A1Q8	HEM3_SALTY	reviewed	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC STM3938 STMD1.53	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	313
Q8ZQD5	FTSK_SALTY	reviewed	DNA translocase FtsK	ftsK STM0960	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1351
Q7CR81	FTSQ_SALTY	reviewed	Cell division protein FtsQ	ftsQ STM0131	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	276
Q8ZMC4	FUCM_SALTY	reviewed	L-fucose mutarotase (EC 5.1.3.29) (Fucose 1-epimerase) (Type-2 mutarotase)	fucU STM2978	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	140
P0CL11	GALR_SALTY	reviewed	HTH-type transcriptional regulator galR (Galactose operon repressor)	galR STM3011	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	342
Q9L6L1	HEMG_SALTY	reviewed	Protoporphyrinogen IX dehydrogenase [menaquinone] (EC 1.3.5.3)	hemG STM3987 STMD1.2	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	181
P0A1C5	FTSP_SALTY	reviewed	Cell division protein FtsP	ftsP sufI STM3172	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	470
P22715	GALE_SALTY	reviewed	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-galactose 4-epimerase)	galE STM0776	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	338
P41030	GALS_SALTY	reviewed	HTH-type transcriptional regulator GalS (Mgl repressor and galactose ultrainduction factor)	galS STM2191	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	340
Q7CPQ7	GATY_SALTY	reviewed	D-tagatose-1,6-bisphosphate aldolase subunit GatY (TBPA) (TagBP aldolase) (EC 4.1.2.40) (D-tagatose-bisphosphate aldolase class II) (Tagatose-bisphosphate aldolase)	gatY STM3253	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	284
Q8ZLV1	GATZ_SALTY	reviewed	D-tagatose-1,6-bisphosphate aldolase subunit GatZ	gatZ STM3257	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	423
P37921	FIMA1_SALTY	reviewed	Type-1 fimbrial protein, A chain (Type-1A pilin)	fimA STM0543	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	185
P37926	FIMF_SALTY	reviewed	Fimbrial-like protein FimF	fimF STM0548	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	172
P0A1J1	FLGE_SALTY	reviewed	Flagellar hook protein FlgE	flgE fla FV flaK STM1177	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	403
Q8ZMC5	FUCK_SALTY	reviewed	L-fuculokinase (EC 2.7.1.51) (L-fuculose kinase)	fucK STM2977	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	472
Q9L6Q3	HEM4_SALTY	reviewed	Uroporphyrinogen-III synthase (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	hemD STM3937 STMD1.54	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	246
P0A1P0	G3P_SALTY	reviewed	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	gapA gap STM1290	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	331
P33771	HEM6_SALTY	reviewed	Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	hemF STM2451	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	299
Q8ZQ27	OPGC_SALTY	reviewed	Glucans biosynthesis protein C (EC 2.1.-.-)	mdoC opgC STM1149	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	384
P0CL45	ORGB_SALTY	reviewed	Oxygen-regulated invasion protein OrgB	orgB STM2869	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	226
P0CL06	OTSA_SALTY	reviewed	Trehalose-6-phosphate synthase (TPS) (EC 2.4.1.15) (Alpha,alpha-trehalose-phosphate synthase [UDP-forming]) (Osmoregulatory trehalose synthesis protein A) (OtsA) (UDP-glucose-glucosephosphate glucosyltransferase)	otsA STM1928	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	473
P0CL50	OTSB_SALTY	reviewed	Trehalose-phosphate phosphatase (TPP) (EC 3.1.3.12) (Trehalose 6-phosphate phosphatase) (Trehalose-phosphatase)	otsB STM1929	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	267
P23988	PAGC_SALTY	reviewed	Virulence membrane protein PagC	pagC STM1246	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	185
Q56029	PAGD_SALTY	reviewed	Virulence protein PagD	pagD STM1244	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	87
P08007	OPPF_SALTY	reviewed	Oligopeptide transport ATP-binding protein OppF	oppF STM1742	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	334
P0A231	PA1_SALTY	reviewed	Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4) (Detergent-resistant phospholipase A) (DR-phospholipase A) (Outer membrane phospholipase A) (OM PLA) (Phosphatidylcholine 1-acylhydrolase)	pldA STM3957 STMD1.33	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	289
P06193	PABA_SALTY	reviewed	Aminodeoxychorismate synthase component 2 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 2) (Aminodeoxychorismate synthase, glutamine amidotransferase component)	pabA STM3469	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	187
Q8ZRJ9	PAGN_SALTY	reviewed	Outer membrane protein PagN (Adhesin/invasin protein PagN)	pagN iviVI-A STM0306	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	239
Q8ZR06	PAGP_SALTY	reviewed	Lipid A palmitoyltransferase PagP (EC 2.3.1.251) (Antimicrobial peptide resistance) (Lipid A acylation protein)	pagP STM0628	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	190
Q8ZRR1	PANC_SALTY	reviewed	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC STM0181	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	284
